"Section","Variable","Source","Model","ScalarName","AnalysisType","Region","ScalarType","Units","Data","Weight"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM","Overall Score","MeanState","global","score","1","0.855548","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Benchmark Period Mean (intersection)","MeanState","global","scalar","W m-2","315.436","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Benchmark Period Mean (complement)","MeanState","global","scalar","W m-2","357.608","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Period Mean (original grids)","MeanState","global","scalar","W m-2","314.365","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Model Period Mean (intersection)","MeanState","global","scalar","W m-2","313.715","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Model Period Mean (complement)","MeanState","global","scalar","W m-2","nan","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Spatial Distribution Score","MeanState","global","score","1","0.99936","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Phase Shift","MeanState","global","scalar","months","0.497461","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Seasonal Cycle Score","MeanState","global","score","1","0.941099","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Bias","MeanState","global","scalar","W m-2","-1.7","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Bias Score","MeanState","global","score","1","0.746132","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","RMSE","MeanState","global","scalar","W m-2","10.8487","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","RMSE Score","MeanState","global","score","1","0.795575","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN2.0","Overall Score","MeanState","global","score","1","0.855548","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Benchmark Period Mean (intersection)","MeanState","global","scalar","W m-2","315.436","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Benchmark Period Mean (complement)","MeanState","global","scalar","W m-2","357.608","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Period Mean (original grids)","MeanState","global","scalar","W m-2","314.365","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Model Period Mean (intersection)","MeanState","global","scalar","W m-2","313.715","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Model Period Mean (complement)","MeanState","global","scalar","W m-2","nan","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Spatial Distribution Score","MeanState","global","score","1","0.99936","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Phase Shift","MeanState","global","scalar","months","0.497461","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Seasonal Cycle Score","MeanState","global","score","1","0.941099","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Bias","MeanState","global","scalar","W m-2","-1.7","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Bias Score","MeanState","global","score","1","0.746132","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","RMSE","MeanState","global","scalar","W m-2","10.8487","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","RMSE Score","MeanState","global","score","1","0.795575","15.0"
"Forcings","SurfaceDownwardLWRadiation","CERESed4.1","E3SM-FUN3.0","Overall Score","MeanState","global","score","1","0.855548","15.0"
"Forcings","SurfaceDownwardSWRadiation","FLUXNET2015","E3SM-FUN3.0","Period Mean (original grids)","MeanState","global","scalar","W m-2","166.427","24.0"
"Forcings","SurfaceDownwardSWRadiation","FLUXNET2015","E3SM-FUN3.0","Bias","MeanState","global","scalar","W m-2","0.602428","24.0"
"Forcings","SurfaceDownwardSWRadiation","FLUXNET2015","E3SM-FUN3.0","Bias Score","MeanState","global","score","1","0.750137","24.0"
"Forcings","SurfaceDownwardSWRadiation","FLUXNET2015","E3SM-FUN3.0","Phase Shift","MeanState","global","scalar","months","0.374425","24.0"
