"Section","Variable","Source","Model","ScalarName","AnalysisType","Region","ScalarType","Units","Data","Weight"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Phase Shift","MeanState","global","scalar","months","0.630732","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Phase Shift","MeanState","above","scalar","months","0.127083","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Seasonal Cycle Score","MeanState","global","score","1","0.956701","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Seasonal Cycle Score","MeanState","above","score","1","0.991582","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","RMSE","MeanState","global","scalar","degC","3.86541","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","RMSE","MeanState","above","scalar","degC","4.6853","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","RMSE Score","MeanState","global","score","1","0.658905","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","RMSE Score","MeanState","above","score","1","0.719384","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Overall Score","MeanState","global","score","1","0.751557","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","NorESM2-LM","Overall Score","MeanState","above","score","1","0.832258","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Period Mean (original grids)","MeanState","global","scalar","degC","9.96487","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Period Mean (original grids)","MeanState","above","scalar","degC","-1.87986","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Bias","MeanState","global","scalar","degC","-0.346372","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Bias","MeanState","above","scalar","degC","-0.12391","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Bias Score","MeanState","global","score","1","0.777816","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Bias Score","MeanState","above","score","1","0.940889","18.0"
"Forcings","SurfaceAirTemperature","FLUXNET2015","IPSL-CM6A-LR","Phase Shift","MeanState","global","scalar","months","0.505691","18.0"
